-0.6076658,6.706946,(-0.1156006, 0.01049805, 0.9830322),52.37082,5.052977,80,428,2018-07-19T14:49:08+00:00,93.90,7.47
-0.08896809,6.267638,(-0.1115723, 0.001586914, 1.015869),52.37082,5.053031,80,430,2018-07-19T14:49:10+00:00,92.08,7.26
-0.5976665,5.495632,(-0.09301758, 0.01013184, 0.9667969),52.37082,5.053031,80,426,2018-07-19T14:49:10+00:00,92.08,7.26
1.586845,6.908205,(-0.1256104, -0.02893066, 1.036743),52.37082,5.053115,80,426,2018-07-19T14:49:13+00:00,90.21,7.47
-0.2611,7.22847,(-0.1213379, 0.004394531, 0.956665),52.37082,5.053115,80,432,2018-07-19T14:49:13+00:00,90.21,7.47
0.2671946,5.736495,(-0.1033936, -0.004150391, 1.015869),52.37083,5.053175,80,429,2018-07-19T14:49:15+00:00,88.57,7.28
0.178842,5.143263,(-0.08764648, -0.003051758, 0.9737549),52.37083,5.053175,80,452,2018-07-19T14:49:15+00:00,88.57,7.28
0.3393927,6.490112,(-0.1032715, -0.01159668, 1.012817),52.37083,5.053175,80,447,2018-07-19T14:49:15+00:00,88.57,7.28
0.8998297,8.070842,(-0.1429443, -0.01599121, 1.008057),52.37083,5.053268,80,447,2018-07-19T14:49:18+00:00,87.63,7.39
-1.247123,5.277116,(-0.08874512, 0.01965332, 0.9608154),52.37083,5.053268,80,445,2018-07-19T14:49:18+00:00,87.63,7.39
1.460305,5.700309,(-0.1026611, -0.02734375, 1.012695),52.37083,5.053363,80,449,2018-07-19T14:49:21+00:00,83.27,7.29
-1.019213,4.868866,(-0.0838623, 0.01757813, 0.9844971),52.37083,5.053363,80,433,2018-07-19T14:49:21+00:00,83.27,7.29
0.8419149,2.998152,(-0.05517578, -0.01550293, 1.053467),52.37083,5.053363,80,432,2018-07-19T14:49:21+00:00,83.27,7.29
0.6972691,9.315434,(-0.1533203, -0.01745605, 0.9346924),52.37083,5.05346,80,434,2018-07-19T14:49:24+00:00,87.18,7.48
-0.06375479,3.274529,(-0.05639648, 0.001098633, 0.9857178),52.37083,5.05346,80,427,2018-07-19T14:49:24+00:00,87.18,7.48
0.176254,7.885825,(-0.1359863, -0.009643555, 0.9918213),52.37084,5.053552,80,439,2018-07-19T14:49:27+00:00,87.14,7.53
0.3429945,3.368927,(-0.05871582, -0.005981445, 0.9974365),52.37084,5.053552,80,425,2018-07-19T14:49:27+00:00,87.14,7.53
1.191837,4.122298,(-0.07421875, -0.02148438, 1.029785),52.37084,5.053552,80,462,2018-07-19T14:49:27+00:00,87.14,7.53
-0.4926819,7.725354,(-0.1297607, 0.008300781, 0.956543),52.37084,5.053645,80,460,2018-07-19T14:49:30+00:00,82.51,7.26
-0.06987596,2.124717,(-0.03710938, 0.001220703, 1.000244),52.37084,5.053645,80,457,2018-07-19T14:49:30+00:00,82.51,7.26
-0.3373205,6.216484,(-0.1054688, 0.0078125, 0.9682617),52.37085,5.053731,80,469,2018-07-19T14:49:33+00:00,81.61,7.00
0.6215924,3.268714,(-0.05773926, -0.01098633, 1.002441),52.37085,5.053731,80,458,2018-07-19T14:49:33+00:00,81.61,7.00
1.285719,3.413411,(-0.0625, -0.02355957, 1.047852),52.37086,5.053788,80,446,2018-07-19T14:49:35+00:00,84.14,7.11
-0.1037771,5.390282,(-0.08850098, 0.003417969, 0.9431152),52.37086,5.053788,80,437,2018-07-19T14:49:35+00:00,84.14,7.11
0.6913346,3.028663,(-0.05505371, -0.01257324, 1.040527),52.37086,5.053875,80,443,2018-07-19T14:49:38+00:00,93.95,7.35
-0.01440337,4.440683,(-0.07519531, 0.0002441406, 0.9682617),52.37086,5.053875,80,436,2018-07-19T14:49:38+00:00,93.95,7.35
0.6047989,5.02081,(-0.08618164, -0.006835938, 0.980957),52.37086,5.053875,80,444,2018-07-19T14:49:38+00:00,93.95,7.35
0.8654104,4.380505,(-0.07653809, -0.01513672, 0.9991455),52.37086,5.053962,80,426,2018-07-19T14:49:41+00:00,88.29,6.81
0.4818848,4.278184,(-0.07470703, -0.008422852, 0.9986572),52.37086,5.053962,80,445,2018-07-19T14:49:41+00:00,88.29,6.81
-0.452861,3.510461,(-0.0604248, 0.01025391, 0.9849854),52.37086,5.054017,80,434,2018-07-19T14:49:43+00:00,89.73,6.73
1.027392,4.106533,(-0.07165527, -0.01794434, 0.9980469),52.37086,5.05407,80,434,2018-07-19T14:49:45+00:00,89.15,6.68
0.6973114,3.136169,(-0.05541992, -0.0123291, 1.011475),52.37086,5.05407,80,433,2018-07-19T14:49:45+00:00,89.15,6.68
1.464921,1.814797,(-0.03308105, -0.02160645, 1.044067),52.37086,5.05407,80,430,2018-07-19T14:49:45+00:00,89.15,6.68
-0.4577746,2.592648,(-0.04492188, 0.00793457, 0.9920654),52.37086,5.054148,80,428,2018-07-19T14:49:48+00:00,89.57,6.47
0.2482304,2.241554,(-0.03967285, -0.004394531, 1.01355),52.37086,5.054148,80,433,2018-07-19T14:49:48+00:00,89.57,6.47
1.220667,1.945459,(-0.03173828, -0.02038574, 1.015991),52.37086,5.054148,80,432,2018-07-19T14:49:48+00:00,89.57,6.47
0.7412377,5.460943,(-0.09338379, -0.01269531, 0.9768066),52.37085,5.054223,80,431,2018-07-19T14:49:51+00:00,88.00,6.35
-0.37408,3.202975,(-0.05432129, 0.006347656, 0.9707031),52.37085,5.054274,80,428,2018-07-19T14:49:53+00:00,91.88,6.38
1.758793,4.836636,(-0.08654785, -0.02453613, 1.022827),52.37085,5.054274,80,422,2018-07-19T14:49:53+00:00,91.88,6.38
0.0646446,3.255531,(-0.05529785, -0.001098633, 0.972168),52.37085,5.054274,80,424,2018-07-19T14:49:53+00:00,91.88,6.38
0.9070774,3.105127,(-0.05480957, -0.01489258, 1.021606),52.37085,5.05435,80,428,2018-07-19T14:49:56+00:00,91.72,6.40
0.7690546,3.584546,(-0.06311035, -0.0135498, 1.007446),52.37085,5.05435,80,418,2018-07-19T14:49:56+00:00,91.72,6.40
-0.6759471,5.17034,(-0.08764648, 0.01147461, 0.9686279),52.37085,5.054427,80,432,2018-07-19T14:49:59+00:00,92.81,6.29
1.11306,1.659788,(-0.02966309, -0.01989746, 1.023682),52.37085,5.054427,80,439,2018-07-19T14:49:59+00:00,92.81,6.29
-1.305874,5.436395,(-0.08776855, 0.02111816, 0.9222412),52.37085,5.054427,80,423,2018-07-19T14:49:59+00:00,92.81,6.29
2.197485,3.394427,(-0.06347656, -0.0411377, 1.07019),52.37085,5.054502,80,430,2018-07-19T14:50:02+00:00,89.11,6.07
-1.344632,2.263935,(-0.02966309, 0.01928711, 0.9633789),52.37085,5.054502,80,427,2018-07-19T14:50:02+00:00,89.11,6.07
0.7465078,3.791334,(-0.06628418, -0.01306152, 1.000244),52.37085,5.054502,80,428,2018-07-19T14:50:02+00:00,89.11,6.07
0.8111457,3.43025,(-0.05932617, -0.01403809, 0.9897461),52.37085,5.05458,80,430,2018-07-19T14:50:05+00:00,90.46,6.11
-0.07045301,3.299025,(-0.05712891, 0.001220703, 0.9910889),52.37085,5.05458,80,432,2018-07-19T14:50:05+00:00,90.46,6.11
0.7950068,3.40201,(-0.06066895, -0.01318359, 0.9918213),52.37085,5.054657,80,431,2018-07-19T14:50:08+00:00,90.88,5.95
-0.4147574,4.864514,(-0.08007813, 0.006835938, 0.940918),52.37085,5.054657,80,430,2018-07-19T14:50:08+00:00,90.88,5.95
0.9246617,0.632731,(-0.0111084, -0.01623535, 1.005859),52.37085,5.054657,80,428,2018-07-19T14:50:08+00:00,90.88,5.95
