YYYYMMDD,TG,RH,SP,FG
2006-08-28,144.0,61.0,35.0,35.0
2006-08-29,130.0,70.0,56.0,29.0
2006-08-30,131.0,72.0,30.0,25.0
2006-08-31,151.0,1.0,4.0,33.0
2006-09-01,176.0,-1.0,10.0,30.0
2006-09-02,171.0,3.0,4.0,38.0
2006-09-03,191.0,48.0,5.0,60.0
2006-09-04,171.0,0.0,64.0,30.0
2006-09-05,180.0,-1.0,14.0,20.0
2006-09-06,207.0,0.0,74.0,22.0
2006-09-07,166.0,2.0,45.0,32.0
2006-09-08,144.0,0.0,84.0,27.0
2006-09-09,146.0,0.0,93.0,30.0
2006-09-10,166.0,0.0,92.0,25.0
2006-09-11,180.0,0.0,79.0,11.0
2006-09-12,199.0,0.0,89.0,17.0
2006-09-13,215.0,0.0,71.0,25.0
2006-09-14,219.0,-1.0,57.0,26.0
2006-09-15,213.0,0.0,72.0,34.0
2006-09-16,202.0,0.0,61.0,15.0
2006-09-17,175.0,0.0,1.0,22.0
2006-09-18,175.0,7.0,6.0,20.0
2006-09-19,142.0,26.0,27.0,30.0
2006-09-20,153.0,0.0,88.0,29.0
2006-09-21,188.0,0.0,91.0,39.0
2006-09-22,207.0,-1.0,60.0,40.0
2006-09-23,184.0,-1.0,20.0,19.0
2006-09-24,200.0,-1.0,12.0,21.0
2006-09-25,181.0,-1.0,9.0,28.0
2006-09-26,162.0,-1.0,8.0,26.0
2006-09-27,152.0,0.0,46.0,23.0
2006-09-28,167.0,0.0,31.0,26.0
2006-09-29,179.0,0.0,31.0,29.0
2006-09-30,164.0,-1.0,75.0,23.0
2006-10-01,158.0,0.0,25.0,35.0
2006-10-02,143.0,29.0,17.0,52.0
2006-10-03,144.0,56.0,23.0,30.0
2006-10-04,129.0,15.0,39.0,23.0
2006-10-05,134.0,92.0,47.0,46.0
2006-10-06,153.0,90.0,0.0,61.0
2006-10-07,135.0,18.0,72.0,44.0
2006-10-08,122.0,0.0,28.0,28.0
2006-10-09,133.0,-1.0,39.0,23.0
2006-10-10,149.0,1.0,8.0,20.0
2006-10-11,153.0,0.0,76.0,26.0
2006-10-12,144.0,0.0,6.0,17.0
2006-10-13,124.0,-1.0,48.0,16.0
2006-10-14,134.0,0.0,34.0,33.0
2006-10-15,102.0,0.0,31.0,34.0
2006-10-16,106.0,0.0,89.0,31.0
2006-10-17,116.0,0.0,85.0,31.0
2006-10-18,136.0,10.0,11.0,20.0
2006-10-19,146.0,21.0,21.0,31.0
2006-10-20,149.0,1.0,17.0,39.0
2006-10-21,147.0,10.0,24.0,38.0
2006-10-22,146.0,61.0,3.0,45.0
2006-10-23,157.0,41.0,49.0,43.0
2006-10-24,128.0,93.0,23.0,38.0
2006-10-25,116.0,28.0,7.0,36.0
2006-10-26,176.0,-1.0,31.0,47.0
2006-10-27,123.0,-1.0,49.0,31.0
2006-10-28,134.0,6.0,4.0,34.0
2006-10-29,134.0,0.0,48.0,33.0
2006-10-30,115.0,0.0,35.0,32.0
2006-10-31,123.0,21.0,20.0,49.0
2006-11-01,68.0,25.0,57.0,43.0
2006-11-02,50.0,25.0,45.0,21.0
2006-11-03,58.0,2.0,15.0,15.0
2006-11-04,89.0,-1.0,29.0,25.0
2006-11-05,114.0,0.0,0.0,31.0
2006-11-06,116.0,0.0,3.0,26.0
2006-11-07,68.0,0.0,0.0,23.0
2006-11-08,92.0,71.0,0.0,40.0
2006-11-09,93.0,2.0,73.0,30.0
2006-11-10,63.0,0.0,27.0,25.0
2006-11-11,91.0,25.0,14.0,50.0
2006-11-12,77.0,53.0,22.0,33.0
2006-11-13,114.0,46.0,8.0,46.0
2006-11-14,123.0,38.0,2.0,42.0
2006-11-15,126.0,4.0,17.0,41.0
2006-11-16,140.0,47.0,20.0,49.0
2006-11-17,110.0,0.0,62.0,37.0
2006-11-18,84.0,11.0,45.0,36.0
2006-11-19,52.0,22.0,2.0,25.0
2006-11-20,77.0,87.0,0.0,58.0
2006-11-21,67.0,51.0,33.0,33.0
2006-11-22,69.0,82.0,26.0,49.0
2006-11-23,105.0,88.0,0.0,55.0
2006-11-24,102.0,3.0,38.0,45.0
2006-11-25,138.0,43.0,12.0,60.0
2006-11-26,102.0,0.0,36.0,36.0
2006-11-27,107.0,0.0,45.0,35.0
2006-11-28,114.0,-1.0,33.0,38.0
2006-11-29,84.0,0.0,79.0,32.0
2006-11-30,54.0,0.0,0.0,36.0
2006-12-01,87.0,1.0,18.0,48.0
2006-12-02,96.0,9.0,0.0,40.0
2006-12-03,86.0,32.0,6.0,67.0
2006-12-04,99.0,37.0,29.0,64.0
2006-12-05,129.0,47.0,0.0,73.0
2006-12-06,96.0,2.0,0.0,63.0
2006-12-07,84.0,56.0,3.0,77.0
2006-12-08,93.0,88.0,3.0,50.0
2006-12-09,57.0,2.0,80.0,25.0
2006-12-10,36.0,-1.0,83.0,38.0
2006-12-11,72.0,51.0,0.0,61.0
2006-12-12,74.0,12.0,83.0,52.0
2006-12-13,107.0,5.0,4.0,59.0
2006-12-14,100.0,0.0,32.0,64.0
2006-12-15,69.0,0.0,5.0,51.0
2006-12-16,56.0,47.0,0.0,33.0
2006-12-17,46.0,5.0,43.0,32.0
2006-12-18,14.0,0.0,81.0,12.0
2006-12-19,13.0,0.0,60.0,9.0
2006-12-20,21.0,0.0,0.0,11.0
2006-12-21,64.0,0.0,0.0,11.0
2006-12-22,63.0,0.0,10.0,13.0
2006-12-23,36.0,0.0,0.0,29.0
2006-12-24,31.0,-1.0,0.0,30.0
2006-12-25,58.0,-1.0,0.0,20.0
2006-12-26,28.0,-1.0,0.0,23.0
2006-12-27,7.0,-1.0,0.0,27.0
2006-12-28,44.0,10.0,0.0,40.0
2006-12-29,56.0,2.0,67.0,45.0
2006-12-30,95.0,81.0,0.0,77.0
2006-12-31,100.0,63.0,0.0,70.0
2007-01-01,82.0,5.0,17.0,56.0
2007-01-02,57.0,58.0,10.0,37.0
2007-01-03,67.0,17.0,0.0,50.0
2007-01-04,95.0,23.0,5.0,64.0
2007-01-05,88.0,24.0,0.0,42.0
2007-01-06,81.0,24.0,0.0,33.0
2007-01-07,79.0,7.0,0.0,51.0
2007-01-08,94.0,85.0,30.0,59.0
2007-01-09,129.0,-1.0,10.0,84.0
2007-01-10,107.0,55.0,0.0,72.0
2007-01-11,84.0,39.0,0.0,86.0
2007-01-12,101.0,-1.0,6.0,66.0
2007-01-13,109.0,1.0,0.0,64.0
2007-01-14,72.0,8.0,78.0,45.0
2007-01-15,53.0,0.0,45.0,40.0
2007-01-16,81.0,6.0,0.0,46.0
2007-01-17,95.0,39.0,6.0,61.0
2007-01-18,106.0,48.0,0.0,94.0
2007-01-19,103.0,8.0,36.0,54.0
2007-01-20,104.0,38.0,18.0,69.0
2007-01-21,65.0,71.0,25.0,60.0
2007-01-22,23.0,24.0,32.0,31.0
2007-01-23,-19.0,0.0,45.0,12.0
2007-01-24,-12.0,0.0,43.0,17.0
2007-01-25,-17.0,0.0,84.0,26.0
2007-01-26,21.0,34.0,0.0,39.0
2007-01-27,41.0,9.0,42.0,27.0
2007-01-28,72.0,10.0,0.0,48.0
2007-01-29,84.0,1.0,19.0,29.0
2007-01-30,81.0,0.0,0.0,25.0
2007-01-31,73.0,4.0,40.0,44.0
2007-02-01,85.0,-1.0,0.0,17.0
2007-02-02,70.0,0.0,4.0,29.0
2007-02-03,49.0,0.0,87.0,23.0
2007-02-04,39.0,0.0,34.0,11.0
2007-02-05,19.0,2.0,8.0,15.0
2007-02-06,6.0,2.0,36.0,20.0
2007-02-07,2.0,-1.0,50.0,27.0
2007-02-08,2.0,52.0,0.0,42.0
2007-02-09,23.0,-1.0,6.0,30.0
2007-02-10,38.0,36.0,2.0,47.0
2007-02-11,76.0,7.0,4.0,49.0
2007-02-12,83.0,79.0,11.0,51.0
2007-02-13,77.0,15.0,3.0,49.0
2007-02-14,60.0,77.0,0.0,32.0
2007-02-15,70.0,0.0,85.0,32.0
2007-02-16,78.0,0.0,52.0,59.0
2007-02-17,69.0,0.0,56.0,43.0
2007-02-18,50.0,0.0,0.0,21.0
2007-02-19,54.0,-1.0,12.0,23.0
2007-02-20,84.0,-1.0,26.0,26.0
2007-02-21,80.0,15.0,2.0,37.0
2007-02-22,78.0,3.0,41.0,35.0
2007-02-23,88.0,9.0,13.0,35.0
2007-02-24,93.0,44.0,10.0,51.0
2007-02-25,77.0,98.0,0.0,38.0
2007-02-26,72.0,9.0,0.0,41.0
2007-02-27,69.0,93.0,5.0,44.0
2007-02-28,99.0,38.0,34.0,74.0
2007-03-01,80.0,61.0,38.0,60.0
2007-03-02,57.0,17.0,28.0,35.0
2007-03-03,59.0,11.0,23.0,40.0
2007-03-04,86.0,-1.0,19.0,45.0
2007-03-05,92.0,13.0,55.0,57.0
2007-03-06,88.0,62.0,0.0,62.0
2007-03-07,87.0,22.0,10.0,38.0
2007-03-08,76.0,0.0,78.0,23.0
2007-03-09,67.0,52.0,7.0,33.0
2007-03-10,72.0,0.0,68.0,35.0
2007-03-11,81.0,0.0,45.0,32.0
2007-03-12,86.0,0.0,91.0,18.0
2007-03-13,66.0,0.0,58.0,23.0
2007-03-14,60.0,0.0,38.0,12.0
2007-03-15,66.0,0.0,71.0,20.0
2007-03-16,90.0,-1.0,24.0,32.0
2007-03-17,108.0,2.0,11.0,57.0
2007-03-18,72.0,22.0,41.0,71.0
2007-03-19,29.0,44.0,34.0,28.0
2007-03-20,38.0,20.0,45.0,40.0
2007-03-21,49.0,22.0,18.0,41.0
2007-03-22,64.0,0.0,49.0,60.0
2007-03-23,64.0,-1.0,6.0,49.0
2007-03-24,89.0,-1.0,9.0,42.0
2007-03-25,102.0,0.0,69.0,52.0
2007-03-26,119.0,0.0,92.0,56.0
2007-03-27,115.0,0.0,85.0,43.0
2007-03-28,107.0,0.0,92.0,30.0
2007-03-29,87.0,-1.0,9.0,24.0
2007-03-30,102.0,-1.0,30.0,27.0
2007-03-31,111.0,0.0,73.0,51.0
2007-04-01,121.0,0.0,92.0,51.0
2007-04-02,120.0,0.0,83.0,40.0
2007-04-03,73.0,3.0,20.0,46.0
2007-04-04,68.0,0.0,90.0,33.0
2007-04-05,83.0,0.0,67.0,21.0
2007-04-06,103.0,0.0,84.0,28.0
2007-04-07,87.0,-1.0,44.0,23.0
2007-04-08,89.0,0.0,88.0,26.0
2007-04-09,111.0,0.0,73.0,31.0
2007-04-10,127.0,0.0,21.0,27.0
2007-04-11,130.0,0.0,52.0,23.0
2007-04-12,139.0,0.0,78.0,30.0
2007-04-13,163.0,0.0,39.0,26.0
2007-04-14,184.0,0.0,78.0,20.0
2007-04-15,186.0,0.0,92.0,16.0
2007-04-16,169.0,0.0,92.0,26.0
2007-04-17,109.0,0.0,31.0,30.0
2007-04-18,96.0,0.0,47.0,18.0
2007-04-19,106.0,0.0,89.0,33.0
2007-04-20,82.0,0.0,75.0,25.0
2007-04-21,84.0,0.0,86.0,20.0
2007-04-22,115.0,0.0,89.0,15.0
2007-04-23,160.0,0.0,38.0,23.0
2007-04-24,168.0,0.0,17.0,18.0
2007-04-25,192.0,0.0,54.0,23.0
2007-04-26,179.0,0.0,62.0,22.0
2007-04-27,191.0,0.0,91.0,33.0
2007-04-28,182.0,0.0,87.0,34.0
2007-04-29,160.0,0.0,92.0,49.0
2007-04-30,140.0,0.0,92.0,55.0
2007-05-01,159.0,0.0,93.0,47.0
2007-05-02,149.0,0.0,92.0,40.0
2007-05-03,141.0,0.0,71.0,34.0
2007-05-04,148.0,0.0,80.0,41.0
2007-05-05,125.0,0.0,81.0,43.0
2007-05-06,130.0,-1.0,18.0,36.0
2007-05-07,123.0,9.0,0.0,27.0
2007-05-08,124.0,56.0,26.0,51.0
2007-05-09,134.0,42.0,24.0,37.0
2007-05-10,134.0,27.0,19.0,52.0
2007-05-11,123.0,37.0,21.0,44.0
2007-05-12,134.0,34.0,36.0,55.0
2007-05-13,154.0,-1.0,24.0,38.0
2007-05-14,137.0,22.0,13.0,45.0
2007-05-15,123.0,3.0,49.0,27.0
2007-05-16,121.0,88.0,55.0,34.0
2007-05-17,104.0,22.0,36.0,18.0
2007-05-18,163.0,0.0,42.0,39.0
2007-05-19,143.0,-1.0,76.0,36.0
2007-05-20,139.0,33.0,40.0,18.0
2007-05-21,166.0,-1.0,3.0,20.0
2007-05-22,148.0,1.0,15.0,18.0
2007-05-23,153.0,0.0,92.0,18.0
2007-05-24,183.0,0.0,92.0,20.0
2007-05-25,190.0,0.0,59.0,20.0
2007-05-26,149.0,14.0,6.0,36.0
2007-05-27,141.0,84.0,11.0,25.0
2007-05-28,133.0,14.0,1.0,15.0
2007-05-29,110.0,27.0,10.0,38.0
2007-05-30,148.0,-1.0,63.0,40.0
2007-05-31,149.0,66.0,26.0,22.0
2007-06-01,173.0,0.0,56.0,20.0
2007-06-02,181.0,0.0,74.0,28.0
2007-06-03,175.0,0.0,29.0,23.0
2007-06-04,186.0,0.0,70.0,30.0
2007-06-05,189.0,0.0,46.0,34.0
2007-06-06,177.0,-1.0,48.0,32.0
2007-06-07,214.0,0.0,59.0,33.0
2007-06-08,231.0,13.0,49.0,23.0
2007-06-09,182.0,26.0,9.0,18.0
2007-06-10,187.0,41.0,25.0,15.0
2007-06-11,200.0,0.0,42.0,21.0
2007-06-12,163.0,4.0,0.0,23.0
2007-06-13,173.0,0.0,19.0,25.0
2007-06-14,192.0,25.0,14.0,24.0
2007-06-15,192.0,6.0,20.0,31.0
2007-06-16,164.0,17.0,31.0,36.0
2007-06-17,168.0,3.0,18.0,34.0
2007-06-18,167.0,67.0,17.0,20.0
2007-06-19,199.0,0.0,87.0,23.0
2007-06-20,189.0,12.0,51.0,28.0
2007-06-21,163.0,66.0,10.0,16.0
2007-06-22,164.0,68.0,20.0,24.0
2007-06-23,164.0,41.0,33.0,35.0
2007-06-24,159.0,55.0,17.0,33.0
2007-06-25,152.0,31.0,22.0,28.0
2007-06-26,127.0,24.0,13.0,45.0
2007-06-27,139.0,24.0,42.0,46.0
2007-06-28,155.0,14.0,83.0,38.0
2007-06-29,150.0,40.0,5.0,48.0
2007-06-30,168.0,24.0,23.0,29.0
2007-07-01,192.0,78.0,39.0,27.0
2007-07-02,171.0,3.0,38.0,35.0
2007-07-03,154.0,9.0,18.0,39.0
2007-07-04,145.0,69.0,14.0,30.0
2007-07-05,158.0,74.0,35.0,34.0
2007-07-06,155.0,35.0,5.0,59.0
2007-07-07,166.0,-1.0,47.0,40.0
2007-07-08,163.0,7.0,45.0,19.0
2007-07-09,149.0,2.0,48.0,20.0
2007-07-10,140.0,-1.0,39.0,23.0
2007-07-11,151.0,33.0,4.0,34.0
2007-07-12,162.0,6.0,9.0,37.0
2007-07-13,203.0,0.0,28.0,35.0
2007-07-14,203.0,-1.0,43.0,35.0
2007-07-15,214.0,-1.0,38.0,23.0
2007-07-16,215.0,39.0,24.0,23.0
2007-07-17,193.0,4.0,62.0,40.0
2007-07-18,180.0,-1.0,62.0,25.0
2007-07-19,190.0,0.0,72.0,19.0
2007-07-20,171.0,67.0,9.0,32.0
2007-07-21,182.0,-1.0,78.0,30.0
2007-07-22,157.0,12.0,34.0,21.0
2007-07-23,155.0,96.0,9.0,35.0
2007-07-24,160.0,43.0,40.0,47.0
2007-07-25,181.0,-1.0,68.0,36.0
2007-07-26,181.0,5.0,8.0,39.0
2007-07-27,180.0,0.0,70.0,50.0
2007-07-28,170.0,29.0,40.0,30.0
2007-07-29,149.0,77.0,34.0,31.0
2007-07-30,142.0,18.0,71.0,39.0
2007-07-31,141.0,0.0,63.0,22.0
2007-08-01,162.0,0.0,84.0,20.0
2007-08-02,165.0,0.0,21.0,23.0
2007-08-03,170.0,0.0,71.0,19.0
2007-08-04,192.0,0.0,91.0,26.0
2007-08-05,227.0,0.0,87.0,36.0
2007-08-06,213.0,3.0,37.0,30.0
2007-08-07,185.0,-1.0,7.0,20.0
2007-08-08,164.0,3.0,20.0,28.0
2007-08-09,161.0,16.0,0.0,45.0
2007-08-10,171.0,0.0,29.0,36.0
2007-08-11,159.0,0.0,74.0,21.0
2007-08-12,168.0,31.0,52.0,18.0
2007-08-13,170.0,0.0,57.0,33.0
2007-08-14,187.0,76.0,31.0,43.0
2007-08-15,203.0,43.0,27.0,50.0
2007-08-16,162.0,92.0,50.0,40.0
2007-08-17,145.0,45.0,39.0,30.0
2007-08-18,163.0,-1.0,49.0,30.0
2007-08-19,180.0,-1.0,36.0,27.0
2007-08-20,165.0,39.0,21.0,23.0
2007-08-21,171.0,40.0,18.0,28.0
2007-08-22,180.0,-1.0,34.0,51.0
2007-08-23,172.0,9.0,25.0,20.0
2007-08-24,191.0,0.0,57.0,15.0
2007-08-25,183.0,0.0,69.0,19.0
2007-08-26,170.0,0.0,64.0,26.0
2007-08-27,147.0,0.0,52.0,19.0
2007-08-28,138.0,0.0,49.0,20.0
2007-08-29,127.0,0.0,74.0,19.0
2007-08-30,148.0,1.0,20.0,28.0
2007-08-31,165.0,24.0,7.0,28.0
2007-09-01,163.0,-1.0,22.0,25.0
2007-09-02,177.0,60.0,18.0,37.0
2007-09-03,139.0,41.0,61.0,29.0
2007-09-04,117.0,20.0,68.0,29.0
2007-09-05,117.0,17.0,0.0,15.0
2007-09-06,167.0,-1.0,37.0,29.0
2007-09-07,161.0,-1.0,60.0,30.0
2007-09-08,163.0,11.0,2.0,22.0
2007-09-09,146.0,-1.0,14.0,23.0
2007-09-10,145.0,87.0,21.0,40.0
2007-09-11,140.0,3.0,17.0,28.0
2007-09-12,134.0,0.0,25.0,14.0
2007-09-13,126.0,0.0,18.0,11.0
2007-09-14,129.0,2.0,29.0,24.0
2007-09-15,123.0,0.0,76.0,14.0
2007-09-16,156.0,0.0,77.0,38.0
2007-09-17,140.0,3.0,0.0,25.0
2007-09-18,108.0,36.0,50.0,30.0
2007-09-19,118.0,3.0,30.0,44.0
2007-09-20,149.0,58.0,4.0,52.0
2007-09-21,156.0,-1.0,24.0,36.0
2007-09-22,141.0,0.0,18.0,14.0
2007-09-23,157.0,0.0,72.0,23.0
2007-09-24,139.0,31.0,21.0,41.0
2007-09-25,114.0,43.0,39.0,33.0
2007-09-26,100.0,21.0,6.0,22.0
2007-09-27,123.0,-1.0,65.0,45.0
2007-09-28,140.0,82.0,11.0,36.0
2007-09-29,126.0,48.0,0.0,25.0
2007-09-30,122.0,2.0,25.0,21.0
2007-10-01,108.0,-1.0,0.0,26.0
2007-10-02,125.0,0.0,9.0,29.0
2007-10-03,136.0,12.0,0.0,17.0
2007-10-04,123.0,-1.0,18.0,21.0
2007-10-05,114.0,0.0,36.0,13.0
2007-10-06,116.0,0.0,91.0,25.0
2007-10-07,101.0,0.0,79.0,12.0
2007-10-08,103.0,0.0,26.0,12.0
2007-10-09,122.0,6.0,13.0,22.0
2007-10-10,128.0,0.0,43.0,23.0
2007-10-11,105.0,0.0,66.0,16.0
2007-10-12,143.0,0.0,37.0,26.0
2007-10-13,118.0,0.0,72.0,15.0
2007-10-14,107.0,0.0,91.0,23.0
2007-10-15,115.0,0.0,71.0,30.0
2007-10-16,136.0,0.0,82.0,38.0
2007-10-17,118.0,75.0,13.0,31.0
2007-10-18,91.0,5.0,59.0,24.0
2007-10-19,85.0,2.0,23.0,18.0
2007-10-20,52.0,0.0,84.0,11.0
2007-10-21,92.0,3.0,28.0,23.0
2007-10-22,48.0,0.0,88.0,28.0
2007-10-23,40.0,0.0,88.0,33.0
2007-10-24,80.0,0.0,14.0,42.0
2007-10-25,84.0,0.0,0.0,33.0
2007-10-26,85.0,0.0,0.0,21.0
2007-10-27,91.0,0.0,0.0,28.0
2007-10-28,102.0,18.0,7.0,50.0
2007-10-29,90.0,58.0,0.0,25.0
2007-10-30,69.0,40.0,54.0,15.0
2007-10-31,94.0,0.0,22.0,27.0
2007-11-01,127.0,0.0,3.0,27.0
2007-11-02,136.0,2.0,0.0,18.0
2007-11-03,120.0,5.0,3.0,18.0
2007-11-04,98.0,-1.0,3.0,13.0
2007-11-05,99.0,60.0,13.0,33.0
2007-11-06,85.0,14.0,49.0,31.0
2007-11-07,106.0,8.0,0.0,40.0
2007-11-08,95.0,77.0,16.0,40.0
2007-11-09,57.0,77.0,41.0,44.0
2007-11-10,91.0,15.0,24.0,41.0
2007-11-11,83.0,45.0,34.0,48.0
2007-11-12,55.0,5.0,53.0,28.0
2007-11-13,47.0,8.0,0.0,32.0
2007-11-14,32.0,1.0,61.0,23.0
2007-11-15,18.0,0.0,71.0,15.0
2007-11-16,30.0,0.0,0.0,23.0
2007-11-17,28.0,0.0,56.0,24.0
2007-11-18,27.0,0.0,84.0,42.0
2007-11-19,44.0,10.0,5.0,43.0
2007-11-20,76.0,6.0,20.0,39.0
2007-11-21,87.0,7.0,0.0,35.0
2007-11-22,74.0,0.0,60.0,30.0
2007-11-23,49.0,10.0,20.0,27.0
2007-11-24,46.0,13.0,19.0,36.0
2007-11-25,65.0,23.0,29.0,38.0
2007-11-26,50.0,2.0,22.0,30.0
2007-11-27,54.0,0.0,15.0,19.0
2007-11-28,59.0,2.0,0.0,40.0
2007-11-29,63.0,26.0,0.0,44.0
2007-11-30,72.0,67.0,0.0,48.0
2007-12-01,90.0,26.0,59.0,71.0
2007-12-02,90.0,30.0,0.0,72.0
2007-12-03,68.0,56.0,40.0,43.0
2007-12-04,76.0,6.0,0.0,38.0
2007-12-05,115.0,24.0,0.0,69.0
2007-12-06,104.0,39.0,5.0,62.0
2007-12-07,101.0,71.0,16.0,78.0
2007-12-08,65.0,8.0,22.0,58.0
2007-12-09,77.0,51.0,62.0,50.0
2007-12-10,69.0,1.0,31.0,34.0
2007-12-11,47.0,-1.0,55.0,34.0
2007-12-12,30.0,0.0,0.0,11.0
2007-12-13,16.0,0.0,15.0,18.0
2007-12-14,5.0,0.0,51.0,19.0
2007-12-15,15.0,0.0,35.0,33.0
2007-12-16,-12.0,0.0,83.0,34.0
2007-12-17,-7.0,0.0,9.0,47.0
2007-12-18,-18.0,0.0,57.0,30.0
2007-12-19,-30.0,0.0,69.0,24.0
2007-12-20,-40.0,-1.0,0.0,20.0
2007-12-21,-45.0,-1.0,0.0,12.0
2007-12-22,-33.0,-1.0,85.0,17.0
2007-12-23,15.0,-1.0,73.0,15.0
2007-12-24,19.0,0.0,0.0,33.0
2007-12-25,33.0,7.0,17.0,48.0
2007-12-26,39.0,-1.0,27.0,35.0
2007-12-27,51.0,0.0,0.0,55.0
2007-12-28,69.0,0.0,19.0,60.0
2007-12-29,64.0,28.0,68.0,67.0
2007-12-30,60.0,3.0,18.0,35.0
2007-12-31,38.0,15.0,0.0,15.0
2008-01-01,19.0,0.0,15.0,32.0
2008-01-02,-6.0,0.0,83.0,48.0
2008-01-03,6.0,1.0,37.0,60.0
2008-01-04,33.0,4.0,0.0,55.0
2008-01-05,67.0,87.0,16.0,55.0
2008-01-06,37.0,14.0,79.0,33.0
2008-01-07,71.0,54.0,31.0,68.0
2008-01-08,60.0,0.0,3.0,52.0
2008-01-09,65.0,12.0,27.0,59.0
2008-01-10,76.0,28.0,21.0,65.0
2008-01-11,97.0,26.0,2.0,54.0
2008-01-12,58.0,5.0,36.0,49.0
2008-01-13,56.0,3.0,6.0,50.0
2008-01-14,66.0,1.0,18.0,63.0
2008-01-15,85.0,82.0,0.0,85.0
2008-01-16,72.0,-1.0,36.0,56.0
2008-01-17,61.0,39.0,0.0,52.0
2008-01-18,97.0,0.0,0.0,69.0
2008-01-19,109.0,47.0,0.0,53.0
2008-01-20,116.0,17.0,0.0,74.0
2008-01-21,101.0,13.0,0.0,78.0
2008-01-22,44.0,9.0,74.0,34.0
2008-01-23,69.0,9.0,0.0,52.0
2008-01-24,85.0,20.0,0.0,50.0
2008-01-25,66.0,0.0,23.0,59.0
2008-01-26,82.0,0.0,48.0,60.0
2008-01-27,86.0,1.0,26.0,45.0
2008-01-28,83.0,0.0,0.0,24.0
2008-01-29,64.0,0.0,0.0,38.0
2008-01-30,46.0,36.0,25.0,32.0
2008-01-31,45.0,55.0,2.0,79.0
2008-02-01,59.0,9.0,28.0,73.0
2008-02-02,31.0,78.0,66.0,46.0
2008-02-03,31.0,-1.0,76.0,56.0
2008-02-04,59.0,2.0,17.0,50.0
2008-02-05,78.0,54.0,2.0,70.0
2008-02-06,73.0,13.0,9.0,50.0
2008-02-07,49.0,-1.0,33.0,31.0
2008-02-08,68.0,0.0,85.0,32.0
2008-02-09,56.0,0.0,89.0,25.0
2008-02-10,55.0,0.0,78.0,25.0
2008-02-11,54.0,0.0,86.0,25.0
2008-02-12,50.0,0.0,91.0,17.0
2008-02-13,17.0,0.0,0.0,23.0
2008-02-14,32.0,0.0,0.0,25.0
2008-02-15,20.0,0.0,86.0,44.0
2008-02-16,-5.0,0.0,90.0,38.0
2008-02-17,-7.0,0.0,86.0,16.0
2008-02-18,4.0,0.0,74.0,10.0
2008-02-19,17.0,0.0,11.0,20.0
2008-02-20,11.0,0.0,20.0,15.0
2008-02-21,71.0,9.0,0.0,56.0
2008-02-22,98.0,3.0,0.0,73.0
2008-02-23,84.0,0.0,3.0,44.0
2008-02-24,95.0,49.0,26.0,41.0
2008-02-25,79.0,18.0,82.0,35.0
2008-02-26,99.0,61.0,15.0,64.0
2008-02-27,71.0,0.0,82.0,46.0
2008-02-28,69.0,0.0,24.0,20.0
2008-02-29,72.0,96.0,35.0,52.0
2008-03-01,94.0,19.0,45.0,82.0
2008-03-02,99.0,2.0,48.0,66.0
2008-03-03,61.0,-1.0,72.0,49.0
2008-03-04,28.0,35.0,64.0,40.0
2008-03-05,34.0,1.0,79.0,33.0
2008-03-06,74.0,10.0,0.0,43.0
2008-03-07,69.0,6.0,9.0,42.0
2008-03-08,67.0,-1.0,34.0,52.0
2008-03-09,77.0,57.0,0.0,55.0
2008-03-10,63.0,26.0,19.0,79.0
2008-03-11,83.0,68.0,13.0,76.0
2008-03-12,80.0,19.0,9.0,85.0
2008-03-13,80.0,-1.0,27.0,55.0
2008-03-14,74.0,-1.0,70.0,33.0
2008-03-15,80.0,0.0,25.0,30.0
2008-03-16,80.0,41.0,0.0,40.0
2008-03-17,48.0,2.0,17.0,36.0
2008-03-18,39.0,5.0,63.0,33.0
2008-03-19,40.0,10.0,71.0,40.0
2008-03-20,53.0,14.0,6.0,52.0
2008-03-21,35.0,88.0,26.0,40.0
2008-03-22,18.0,2.0,11.0,38.0
2008-03-23,7.0,32.0,54.0,25.0
2008-03-24,14.0,70.0,55.0,32.0
2008-03-25,13.0,39.0,50.0,39.0
2008-03-26,29.0,10.0,4.0,19.0
2008-03-27,45.0,-1.0,6.0,25.0
2008-03-28,67.0,36.0,11.0,55.0
2008-03-29,94.0,5.0,67.0,64.0
2008-03-30,93.0,18.0,8.0,46.0
2008-03-31,91.0,4.0,29.0,25.0
2008-04-01,85.0,34.0,12.0,46.0
2008-04-02,85.0,3.0,18.0,43.0
2008-04-03,78.0,2.0,12.0,38.0
2008-04-04,88.0,-1.0,2.0,25.0
2008-04-05,70.0,40.0,19.0,24.0
2008-04-06,41.0,1.0,69.0,28.0
2008-04-07,31.0,-1.0,52.0,23.0
2008-04-08,37.0,-1.0,62.0,23.0
2008-04-09,58.0,0.0,88.0,18.0
2008-04-10,64.0,0.0,45.0,16.0
2008-04-11,78.0,0.0,51.0,28.0
2008-04-12,79.0,4.0,50.0,49.0
2008-04-13,78.0,-1.0,41.0,30.0
2008-04-14,64.0,0.0,32.0,28.0
2008-04-15,56.0,7.0,48.0,27.0
2008-04-16,46.0,0.0,46.0,23.0
2008-04-17,62.0,0.0,73.0,39.0
2008-04-18,81.0,0.0,55.0,67.0
2008-04-19,89.0,2.0,28.0,59.0
2008-04-20,118.0,0.0,70.0,49.0
2008-04-21,128.0,0.0,89.0,59.0
