YYYYMMDD,TG,RH,SP,FG
2015-04-17,85.0,0.0,54.0,40.0
2015-04-18,90.0,0.0,89.0,39.0
2015-04-19,78.0,0.0,58.0,16.0
2015-04-20,109.0,0.0,89.0,30.0
2015-04-21,100.0,0.0,91.0,32.0
2015-04-22,85.0,0.0,22.0,34.0
2015-04-23,94.0,0.0,61.0,17.0
2015-04-24,124.0,0.0,74.0,30.0
2015-04-25,121.0,37.0,19.0,34.0
2015-04-26,106.0,7.0,7.0,30.0
2015-04-27,80.0,0.0,79.0,38.0
2015-04-28,60.0,1.0,70.0,34.0
2015-04-29,89.0,16.0,29.0,39.0
2015-04-30,98.0,0.0,66.0,41.0
2015-05-01,87.0,0.0,65.0,26.0
2015-05-02,97.0,0.0,72.0,16.0
2015-05-03,130.0,16.0,17.0,48.0
2015-05-04,154.0,38.0,36.0,41.0
2015-05-05,154.0,92.0,54.0,63.0
2015-05-06,122.0,50.0,54.0,63.0
2015-05-07,118.0,11.0,47.0,36.0
2015-05-08,142.0,1.0,39.0,18.0
2015-05-09,133.0,39.0,12.0,58.0
2015-05-10,128.0,0.0,89.0,20.0
2015-05-11,176.0,0.0,68.0,33.0
2015-05-12,146.0,0.0,45.0,36.0
2015-05-13,127.0,0.0,64.0,30.0
2015-05-14,112.0,0.0,54.0,30.0
2015-05-15,94.0,0.0,55.0,32.0
2015-05-16,105.0,17.0,14.0,33.0
2015-05-17,119.0,0.0,62.0,29.0
2015-05-18,111.0,21.0,9.0,45.0
2015-05-19,100.0,22.0,45.0,53.0
2015-05-20,105.0,2.0,67.0,36.0
2015-05-21,119.0,0.0,75.0,24.0
2015-05-22,149.0,0.0,23.0,27.0
2015-05-23,124.0,20.0,40.0,31.0
2015-05-24,126.0,8.0,86.0,19.0
2015-05-25,124.0,5.0,20.0,28.0
2015-05-26,118.0,0.0,35.0,30.0
2015-05-27,135.0,0.0,40.0,27.0
2015-05-28,129.0,7.0,41.0,39.0
2015-05-29,111.0,31.0,6.0,45.0
2015-05-30,112.0,-1.0,85.0,38.0
2015-05-31,126.0,83.0,2.0,43.0
2015-06-01,127.0,0.0,34.0,35.0
2015-06-02,148.0,28.0,0.0,75.0
2015-06-03,138.0,-1.0,36.0,34.0
2015-06-04,156.0,0.0,92.0,25.0
2015-06-05,214.0,80.0,68.0,30.0
2015-06-06,156.0,-1.0,81.0,37.0
2015-06-07,139.0,0.0,86.0,28.0
2015-06-08,125.0,0.0,80.0,40.0
2015-06-09,116.0,0.0,34.0,42.0
2015-06-10,154.0,0.0,72.0,44.0
2015-06-11,179.0,0.0,91.0,42.0
2015-06-12,216.0,-1.0,82.0,33.0
2015-06-13,175.0,4.0,23.0,51.0
2015-06-14,153.0,0.0,3.0,25.0
2015-06-15,133.0,0.0,83.0,43.0
2015-06-16,114.0,0.0,28.0,19.0
2015-06-17,160.0,26.0,51.0,38.0
2015-06-18,143.0,2.0,29.0,37.0
2015-06-19,127.0,40.0,8.0,28.0
2015-06-20,130.0,-1.0,2.0,16.0
2015-06-21,144.0,1.0,17.0,27.0
2015-06-22,127.0,42.0,8.0,29.0
2015-06-23,126.0,5.0,21.0,33.0
2015-06-24,158.0,0.0,44.0,29.0
2015-06-25,182.0,0.0,72.0,20.0
2015-06-26,205.0,0.0,22.0,20.0
2015-06-27,176.0,-1.0,62.0,32.0
2015-06-28,173.0,-1.0,25.0,23.0
2015-06-29,180.0,0.0,55.0,21.0
2015-06-30,206.0,0.0,92.0,25.0
2015-07-01,260.0,0.0,91.0,40.0
2015-07-02,254.0,69.0,68.0,32.0
2015-07-03,241.0,0.0,85.0,24.0
2015-07-04,256.0,0.0,58.0,34.0
2015-07-05,202.0,0.0,35.0,28.0
2015-07-06,187.0,0.0,66.0,34.0
2015-07-07,198.0,-1.0,44.0,43.0
2015-07-08,159.0,13.0,19.0,44.0
2015-07-09,135.0,18.0,58.0,35.0
2015-07-10,165.0,0.0,86.0,23.0
2015-07-11,204.0,0.0,61.0,28.0
2015-07-12,177.0,14.0,1.0,46.0
2015-07-13,174.0,44.0,1.0,38.0
2015-07-14,179.0,29.0,10.0,30.0
2015-07-15,179.0,23.0,6.0,26.0
2015-07-16,196.0,-1.0,76.0,18.0
2015-07-17,217.0,41.0,47.0,52.0
2015-07-18,182.0,0.0,64.0,30.0
2015-07-19,162.0,97.0,28.0,28.0
2015-07-20,178.0,5.0,22.0,26.0
2015-07-21,210.0,-1.0,71.0,43.0
2015-07-22,195.0,0.0,53.0,35.0
2015-07-23,178.0,0.0,63.0,23.0
2015-07-24,184.0,5.0,6.0,20.0
2015-07-25,149.0,48.0,11.0,55.0
2015-07-26,148.0,35.0,44.0,35.0
2015-07-27,166.0,23.0,18.0,62.0
2015-07-28,152.0,0.0,15.0,51.0
2015-07-29,141.0,41.0,62.0,48.0
2015-07-30,138.0,11.0,61.0,28.0
2015-07-31,133.0,0.0,68.0,18.0
2015-08-01,151.0,0.0,80.0,14.0
2015-08-02,177.0,0.0,78.0,20.0
2015-08-03,215.0,0.0,84.0,29.0
2015-08-04,180.0,19.0,34.0,32.0
2015-08-05,189.0,0.0,67.0,29.0
2015-08-06,205.0,0.0,75.0,25.0
2015-08-07,206.0,0.0,74.0,22.0
2015-08-08,187.0,0.0,72.0,29.0
2015-08-09,186.0,-1.0,51.0,12.0
2015-08-10,198.0,0.0,32.0,15.0
2015-08-11,200.0,0.0,23.0,21.0
2015-08-12,195.0,-1.0,39.0,39.0
2015-08-13,217.0,11.0,72.0,41.0
2015-08-14,209.0,53.0,24.0,27.0
2015-08-15,184.0,85.0,16.0,27.0
2015-08-16,150.0,10.0,0.0,27.0
2015-08-17,143.0,36.0,0.0,32.0
2015-08-18,146.0,12.0,5.0,37.0
2015-08-19,165.0,-1.0,28.0,24.0
2015-08-20,179.0,0.0,65.0,23.0
2015-08-21,197.0,-1.0,54.0,18.0
2015-08-22,207.0,0.0,80.0,35.0
2015-08-23,197.0,85.0,60.0,48.0
2015-08-24,179.0,24.0,34.0,36.0
2015-08-25,167.0,16.0,28.0,53.0
2015-08-26,202.0,29.0,31.0,47.0
2015-08-27,157.0,50.0,1.0,39.0
2015-08-28,154.0,1.0,61.0,28.0
2015-08-29,170.0,38.0,89.0,20.0
2015-08-30,200.0,1.0,53.0,24.0
2015-08-31,209.0,73.0,33.0,29.0
2015-09-01,161.0,-1.0,37.0,33.0
2015-09-02,132.0,3.0,43.0,23.0
2015-09-03,122.0,3.0,43.0,25.0
2015-09-04,135.0,11.0,11.0,43.0
2015-09-05,132.0,35.0,31.0,32.0
2015-09-06,131.0,10.0,32.0,30.0
2015-09-07,142.0,10.0,26.0,28.0
2015-09-08,139.0,0.0,2.0,18.0
2015-09-09,131.0,0.0,85.0,28.0
2015-09-10,143.0,0.0,84.0,40.0
2015-09-11,143.0,0.0,92.0,31.0
2015-09-12,157.0,15.0,10.0,28.0
2015-09-13,166.0,-1.0,55.0,35.0
2015-09-14,145.0,25.0,28.0,38.0
2015-09-15,125.0,10.0,24.0,51.0
2015-09-16,154.0,58.0,6.0,45.0
2015-09-17,144.0,91.0,4.0,43.0
2015-09-18,139.0,0.0,48.0,32.0
2015-09-19,134.0,10.0,17.0,18.0
2015-09-20,135.0,0.0,29.0,25.0
2015-09-21,146.0,15.0,42.0,36.0
2015-09-22,131.0,13.0,25.0,28.0
2015-09-23,132.0,55.0,39.0,24.0
2015-09-24,126.0,21.0,5.0,35.0
2015-09-25,116.0,-1.0,35.0,17.0
2015-09-26,104.0,0.0,53.0,17.0
2015-09-27,110.0,0.0,70.0,23.0
2015-09-28,105.0,0.0,21.0,20.0
2015-09-29,117.0,0.0,89.0,38.0
2015-09-30,123.0,0.0,90.0,41.0
2015-10-01,106.0,0.0,90.0,32.0
2015-10-02,103.0,0.0,91.0,24.0
2015-10-03,103.0,0.0,62.0,14.0
2015-10-04,103.0,0.0,75.0,15.0
2015-10-05,131.0,6.0,30.0,30.0
2015-10-06,153.0,63.0,4.0,25.0
2015-10-07,149.0,27.0,8.0,34.0
2015-10-08,124.0,2.0,17.0,21.0
2015-10-09,102.0,0.0,63.0,13.0
2015-10-10,109.0,0.0,62.0,33.0
2015-10-11,65.0,0.0,89.0,41.0
2015-10-12,48.0,0.0,75.0,27.0
2015-10-13,38.0,0.0,16.0,34.0
2015-10-14,51.0,28.0,0.0,23.0
2015-10-15,63.0,74.0,0.0,17.0
2015-10-16,77.0,59.0,0.0,17.0
2015-10-17,81.0,14.0,0.0,15.0
2015-10-18,84.0,-1.0,8.0,12.0
2015-10-19,105.0,0.0,0.0,16.0
2015-10-20,95.0,7.0,7.0,17.0
2015-10-21,97.0,18.0,0.0,33.0
2015-10-22,119.0,22.0,0.0,31.0
2015-10-23,114.0,0.0,4.0,21.0
2015-10-24,118.0,5.0,9.0,24.0
2015-10-25,99.0,2.0,75.0,15.0
2015-10-26,105.0,0.0,90.0,32.0
2015-10-27,111.0,0.0,82.0,26.0
2015-10-28,106.0,-1.0,8.0,27.0
2015-10-29,107.0,0.0,48.0,21.0
2015-10-30,102.0,0.0,63.0,28.0
2015-10-31,98.0,0.0,92.0,31.0
2015-11-01,77.0,0.0,83.0,15.0
2015-11-02,69.0,0.0,89.0,17.0
2015-11-03,90.0,0.0,80.0,20.0
2015-11-04,122.0,-1.0,3.0,31.0
2015-11-05,133.0,56.0,0.0,33.0
2015-11-06,155.0,32.0,2.0,47.0
2015-11-07,164.0,15.0,2.0,49.0
2015-11-08,131.0,4.0,30.0,36.0
2015-11-09,136.0,54.0,8.0,58.0
2015-11-10,145.0,44.0,0.0,62.0
2015-11-11,127.0,19.0,0.0,49.0
2015-11-12,133.0,0.0,39.0,37.0
2015-11-13,114.0,35.0,44.0,54.0
2015-11-14,97.0,72.0,6.0,51.0
2015-11-15,143.0,33.0,0.0,75.0
2015-11-16,125.0,33.0,0.0,59.0
2015-11-17,135.0,63.0,2.0,66.0
2015-11-18,131.0,6.0,28.0,80.0
2015-11-19,112.0,66.0,0.0,58.0
2015-11-20,79.0,46.0,0.0,34.0
2015-11-21,43.0,2.0,13.0,32.0
2015-11-22,26.0,1.0,32.0,25.0
2015-11-23,32.0,0.0,50.0,29.0
2015-11-24,42.0,83.0,0.0,60.0
2015-11-25,54.0,79.0,11.0,23.0
2015-11-26,40.0,3.0,65.0,17.0
2015-11-27,45.0,7.0,0.0,43.0
2015-11-28,67.0,83.0,57.0,60.0
2015-11-29,102.0,26.0,0.0,73.0
2015-11-30,95.0,20.0,0.0,61.0
2015-12-01,97.0,8.0,0.0,33.0
2015-12-02,110.0,0.0,0.0,48.0
2015-12-03,98.0,0.0,17.0,46.0
2015-12-04,94.0,60.0,80.0,55.0
2015-12-05,79.0,0.0,9.0,73.0
2015-12-06,105.0,7.0,8.0,65.0
2015-12-07,105.0,6.0,14.0,31.0
2015-12-08,98.0,31.0,43.0,44.0
2015-12-09,76.0,0.0,79.0,39.0
2015-12-10,59.0,1.0,3.0,55.0
2015-12-11,70.0,7.0,0.0,50.0
2015-12-12,76.0,24.0,12.0,54.0
2015-12-13,68.0,24.0,23.0,24.0
2015-12-14,76.0,0.0,9.0,26.0
2015-12-15,74.0,-1.0,50.0,24.0
2015-12-16,114.0,45.0,3.0,42.0
2015-12-17,136.0,1.0,61.0,44.0
2015-12-18,118.0,2.0,0.0,43.0
2015-12-19,122.0,1.0,3.0,43.0
2015-12-20,116.0,2.0,25.0,46.0
2015-12-21,104.0,43.0,19.0,68.0
2015-12-22,130.0,13.0,0.0,78.0
2015-12-23,106.0,4.0,44.0,58.0
2015-12-24,98.0,13.0,38.0,55.0
2015-12-25,96.0,10.0,3.0,51.0
2015-12-26,131.0,0.0,56.0,67.0
2015-12-27,118.0,-1.0,0.0,57.0
2015-12-28,89.0,0.0,72.0,37.0
2015-12-29,75.0,0.0,31.0,33.0
2015-12-30,69.0,0.0,82.0,55.0
2015-12-31,78.0,17.0,58.0,53.0
2016-01-01,41.0,0.0,0.0,30.0
2016-01-02,54.0,33.0,4.0,57.0
2016-01-03,69.0,88.0,25.0,56.0
2016-01-04,57.0,12.0,0.0,33.0
2016-01-05,68.0,3.0,0.0,33.0
2016-01-06,26.0,5.0,0.0,31.0
2016-01-07,61.0,8.0,0.0,58.0
2016-01-08,54.0,0.0,74.0,43.0
2016-01-09,56.0,3.0,6.0,43.0
2016-01-10,69.0,43.0,36.0,54.0
2016-01-11,48.0,19.0,0.0,37.0
2016-01-12,58.0,4.0,22.0,49.0
2016-01-13,50.0,28.0,20.0,35.0
2016-01-14,35.0,34.0,0.0,52.0
2016-01-15,24.0,-1.0,5.0,26.0
2016-01-16,27.0,16.0,35.0,37.0
2016-01-17,-10.0,-1.0,72.0,23.0
2016-01-18,-33.0,0.0,83.0,21.0
2016-01-19,-25.0,-1.0,26.0,20.0
2016-01-20,12.0,-1.0,9.0,15.0
2016-01-21,-12.0,0.0,6.0,24.0
2016-01-22,9.0,41.0,50.0,44.0
2016-01-23,66.0,0.0,48.0,33.0
2016-01-24,77.0,22.0,0.0,44.0
2016-01-25,107.0,0.0,55.0,39.0
2016-01-26,92.0,21.0,29.0,64.0
2016-01-27,109.0,31.0,0.0,79.0
2016-01-28,67.0,2.0,81.0,45.0
2016-01-29,85.0,19.0,0.0,86.0
2016-01-30,74.0,87.0,0.0,61.0
2016-01-31,68.0,45.0,7.0,43.0
2016-02-01,115.0,5.0,0.0,83.0
2016-02-02,89.0,2.0,24.0,67.0
2016-02-03,50.0,43.0,55.0,41.0
2016-02-04,51.0,34.0,3.0,32.0
2016-02-05,87.0,8.0,3.0,43.0
2016-02-06,94.0,1.0,0.0,53.0
2016-02-07,85.0,37.0,38.0,68.0
2016-02-08,85.0,10.0,37.0,97.0
2016-02-09,53.0,88.0,0.0,50.0
2016-02-10,48.0,57.0,29.0,40.0
2016-02-11,38.0,2.0,69.0,28.0
2016-02-12,27.0,-1.0,37.0,27.0
2016-02-13,18.0,5.0,38.0,42.0
2016-02-14,14.0,46.0,0.0,45.0
2016-02-15,23.0,1.0,55.0,41.0
2016-02-16,-3.0,0.0,86.0,13.0
2016-02-17,-13.0,0.0,84.0,23.0
2016-02-18,13.0,13.0,2.0,29.0
2016-02-19,39.0,5.0,50.0,34.0
2016-02-20,82.0,90.0,0.0,65.0
2016-02-21,104.0,83.0,0.0,75.0
2016-02-22,68.0,35.0,0.0,42.0
2016-02-23,43.0,33.0,57.0,26.0
2016-02-24,23.0,4.0,57.0,18.0
2016-02-25,18.0,19.0,48.0,23.0
2016-02-26,21.0,0.0,16.0,16.0
2016-02-27,22.0,0.0,89.0,40.0
2016-02-28,22.0,0.0,79.0,38.0
2016-02-29,13.0,0.0,90.0,26.0
2016-03-01,20.0,61.0,0.0,48.0
2016-03-02,53.0,68.0,33.0,50.0
2016-03-03,39.0,8.0,67.0,27.0
2016-03-04,10.0,25.0,5.0,37.0
2016-03-05,5.0,2.0,33.0,16.0
2016-03-06,30.0,17.0,22.0,18.0
2016-03-07,25.0,25.0,41.0,14.0
2016-03-08,36.0,-1.0,46.0,28.0
2016-03-09,44.0,0.0,39.0,58.0
2016-03-10,41.0,0.0,77.0,30.0
2016-03-11,32.0,0.0,83.0,28.0
2016-03-12,31.0,0.0,89.0,25.0
2016-03-13,39.0,0.0,86.0,38.0
2016-03-14,41.0,0.0,87.0,41.0
2016-03-15,46.0,0.0,14.0,28.0
2016-03-16,44.0,0.0,80.0,50.0
2016-03-17,57.0,0.0,86.0,33.0
2016-03-18,52.0,-1.0,0.0,26.0
2016-03-19,62.0,0.0,0.0,40.0
2016-03-20,68.0,7.0,19.0,27.0
2016-03-21,72.0,12.0,0.0,28.0
2016-03-22,76.0,1.0,7.0,28.0
2016-03-23,76.0,3.0,23.0,26.0
2016-03-24,79.0,1.0,0.0,33.0
2016-03-25,65.0,44.0,14.0,39.0
2016-03-26,95.0,0.0,81.0,58.0
2016-03-27,91.0,73.0,29.0,55.0
2016-03-28,97.0,9.0,49.0,80.0
2016-03-29,78.0,83.0,30.0,54.0
2016-03-30,81.0,12.0,63.0,43.0
2016-03-31,76.0,0.0,12.0,28.0
2016-04-01,72.0,0.0,80.0,22.0
2016-04-02,101.0,-1.0,11.0,27.0
2016-04-03,152.0,97.0,47.0,29.0
2016-04-04,124.0,63.0,39.0,31.0
2016-04-05,106.0,14.0,15.0,30.0
2016-04-06,89.0,41.0,16.0,58.0
2016-04-07,73.0,41.0,43.0,43.0
2016-04-08,67.0,22.0,18.0,20.0
2016-04-09,92.0,0.0,62.0,32.0
2016-04-10,107.0,17.0,78.0,28.0
2016-04-11,132.0,-1.0,93.0,62.0
2016-04-12,116.0,30.0,49.0,28.0
2016-04-13,90.0,0.0,58.0,22.0
2016-04-14,106.0,0.0,56.0,20.0
2016-04-15,103.0,1.0,12.0,33.0
2016-04-16,86.0,7.0,37.0,49.0
2016-04-17,62.0,43.0,60.0,22.0
2016-04-18,81.0,-1.0,48.0,41.0
2016-04-19,97.0,0.0,62.0,33.0
2016-04-20,86.0,0.0,80.0,28.0
2016-04-21,101.0,0.0,89.0,37.0
2016-04-22,87.0,0.0,32.0,37.0
2016-04-23,62.0,30.0,51.0,34.0
2016-04-24,46.0,22.0,65.0,35.0
2016-04-25,49.0,41.0,12.0,35.0
2016-04-26,48.0,19.0,28.0,51.0
2016-04-27,60.0,28.0,47.0,36.0
2016-04-28,58.0,10.0,66.0,30.0
2016-04-29,74.0,0.0,9.0,51.0
2016-04-30,77.0,0.0,39.0,30.0
2016-05-01,79.0,0.0,80.0,23.0
2016-05-02,115.0,1.0,70.0,34.0
2016-05-03,97.0,35.0,85.0,33.0
2016-05-04,95.0,0.0,68.0,18.0
2016-05-05,128.0,0.0,91.0,36.0
2016-05-06,164.0,0.0,92.0,36.0
2016-05-07,195.0,0.0,93.0,36.0
2016-05-08,201.0,0.0,93.0,52.0
2016-05-09,202.0,0.0,85.0,58.0
2016-05-10,189.0,-1.0,6.0,34.0
2016-05-11,204.0,-1.0,54.0,36.0
2016-05-12,202.0,0.0,88.0,55.0
2016-05-13,154.0,0.0,87.0,52.0
2016-05-14,89.0,-1.0,40.0,44.0
2016-05-15,86.0,1.0,47.0,35.0
2016-05-16,93.0,3.0,27.0,26.0
2016-05-17,123.0,0.0,43.0,28.0
2016-05-18,136.0,4.0,19.0,29.0
2016-05-19,134.0,2.0,6.0,22.0
2016-05-20,137.0,5.0,6.0,37.0
2016-05-21,179.0,-1.0,28.0,39.0
2016-05-22,155.0,53.0,1.0,24.0
2016-05-23,120.0,84.0,1.0,42.0
2016-05-24,114.0,-1.0,9.0,37.0
2016-05-25,118.0,1.0,1.0,17.0
2016-05-26,137.0,0.0,42.0,19.0
2016-05-27,160.0,0.0,44.0,33.0
2016-05-28,176.0,-1.0,45.0,24.0
2016-05-29,172.0,4.0,11.0,36.0
2016-05-30,162.0,66.0,0.0,48.0
2016-05-31,182.0,0.0,41.0,29.0
2016-06-01,192.0,15.0,35.0,39.0
2016-06-02,153.0,-1.0,0.0,48.0
2016-06-03,164.0,-1.0,21.0,22.0
2016-06-04,201.0,5.0,49.0,23.0
2016-06-05,200.0,0.0,91.0,35.0
2016-06-06,189.0,0.0,88.0,29.0
2016-06-07,201.0,-1.0,49.0,30.0
2016-06-08,161.0,0.0,39.0,29.0
2016-06-09,153.0,0.0,90.0,30.0
2016-06-10,164.0,-1.0,49.0,21.0
2016-06-11,162.0,13.0,17.0,16.0
2016-06-12,166.0,33.0,5.0,13.0
2016-06-13,159.0,26.0,8.0,28.0
2016-06-14,152.0,24.0,13.0,28.0
2016-06-15,146.0,62.0,23.0,20.0
2016-06-16,157.0,26.0,46.0,20.0
2016-06-17,151.0,40.0,14.0,18.0
2016-06-18,141.0,11.0,28.0,30.0
2016-06-19,153.0,-1.0,38.0,28.0
2016-06-20,155.0,82.0,1.0,45.0
2016-06-21,170.0,39.0,11.0,23.0
2016-06-22,201.0,0.0,58.0,24.0
2016-06-23,220.0,95.0,24.0,24.0
2016-06-24,192.0,7.0,29.0,25.0
2016-06-25,154.0,14.0,19.0,17.0
2016-06-26,149.0,90.0,33.0,29.0
2016-06-27,149.0,23.0,23.0,31.0
2016-06-28,167.0,50.0,28.0,26.0
2016-06-29,160.0,16.0,23.0,43.0
2016-06-30,164.0,76.0,8.0,38.0
2016-07-01,169.0,22.0,2.0,50.0
2016-07-02,154.0,15.0,58.0,47.0
2016-07-03,147.0,78.0,47.0,27.0
2016-07-04,170.0,0.0,79.0,17.0
2016-07-05,154.0,19.0,22.0,41.0
2016-07-06,149.0,5.0,74.0,25.0
2016-07-07,168.0,0.0,44.0,25.0
2016-07-08,175.0,47.0,13.0,34.0
2016-07-09,197.0,0.0,31.0,33.0
2016-07-10,213.0,0.0,46.0,35.0
2016-07-11,186.0,0.0,38.0,60.0
2016-07-12,166.0,99.0,30.0,29.0
2016-07-13,145.0,42.0,24.0,23.0
2016-07-14,145.0,0.0,48.0,29.0
2016-07-15,166.0,0.0,64.0,28.0
2016-07-16,197.0,0.0,10.0,32.0
2016-07-17,198.0,-1.0,47.0,26.0
2016-07-18,202.0,0.0,83.0,20.0
2016-07-19,228.0,0.0,92.0,22.0
2016-07-20,254.0,0.0,68.0,34.0
2016-07-21,218.0,0.0,70.0,24.0
2016-07-22,211.0,17.0,29.0,15.0
2016-07-23,211.0,0.0,43.0,25.0
2016-07-24,207.0,0.0,31.0,18.0
2016-07-25,182.0,5.0,24.0,25.0
2016-07-26,184.0,0.0,42.0,14.0
2016-07-27,179.0,64.0,20.0,32.0
2016-07-28,190.0,5.0,31.0,27.0
2016-07-29,183.0,38.0,12.0,38.0
2016-07-30,177.0,72.0,8.0,21.0
2016-07-31,170.0,2.0,38.0,24.0
2016-08-01,165.0,68.0,54.0,24.0
2016-08-02,166.0,83.0,1.0,30.0
2016-08-03,190.0,19.0,17.0,53.0
2016-08-04,173.0,-1.0,33.0,43.0
2016-08-05,176.0,0.0,69.0,28.0
2016-08-06,164.0,64.0,49.0,25.0
2016-08-07,184.0,0.0,22.0,42.0
2016-08-08,172.0,1.0,45.0,39.0
2016-08-09,144.0,74.0,48.0,25.0
2016-08-10,128.0,13.0,71.0,23.0
2016-08-11,136.0,96.0,0.0,35.0
2016-08-12,189.0,16.0,27.0,34.0
2016-08-13,176.0,0.0,19.0,31.0
2016-08-14,170.0,0.0,28.0,18.0
2016-08-15,161.0,0.0,84.0,25.0
2016-08-16,163.0,0.0,89.0,33.0
2016-08-17,172.0,0.0,91.0,35.0
2016-08-18,177.0,0.0,91.0,29.0
2016-08-19,181.0,34.0,34.0,24.0
2016-08-20,178.0,54.0,53.0,41.0
2016-08-21,167.0,45.0,31.0,43.0
2016-08-22,180.0,32.0,29.0,36.0
2016-08-23,210.0,0.0,91.0,20.0
2016-08-24,228.0,0.0,92.0,27.0
2016-08-25,243.0,0.0,92.0,23.0
2016-08-26,221.0,0.0,81.0,25.0
2016-08-27,216.0,11.0,69.0,35.0
2016-08-28,205.0,4.0,55.0,37.0
2016-08-29,172.0,2.0,41.0,22.0
2016-08-30,162.0,0.0,90.0,11.0
2016-08-31,174.0,0.0,82.0,19.0
2016-09-01,172.0,0.0,45.0,18.0
2016-09-02,166.0,10.0,31.0,31.0
2016-09-03,185.0,10.0,36.0,29.0
2016-09-04,179.0,28.0,25.0,47.0
2016-09-05,173.0,-1.0,60.0,21.0
2016-09-06,177.0,0.0,44.0,17.0
2016-09-07,183.0,0.0,92.0,17.0
2016-09-08,196.0,0.0,92.0,27.0
2016-09-09,169.0,0.0,85.0,20.0
2016-09-10,184.0,0.0,80.0,26.0
2016-09-11,185.0,12.0,19.0,18.0
2016-09-12,209.0,0.0,89.0,18.0
2016-09-13,235.0,0.0,90.0,27.0
2016-09-14,230.0,0.0,90.0,23.0
2016-09-15,226.0,42.0,72.0,31.0
2016-09-16,174.0,12.0,25.0,30.0
2016-09-17,173.0,0.0,13.0,20.0
2016-09-18,167.0,0.0,47.0,29.0
2016-09-19,144.0,0.0,12.0,13.0
2016-09-20,145.0,0.0,43.0,11.0
2016-09-21,147.0,0.0,70.0,21.0
2016-09-22,138.0,0.0,43.0,18.0
2016-09-23,136.0,-1.0,80.0,21.0
2016-09-24,152.0,0.0,82.0,28.0
2016-09-25,163.0,35.0,62.0,35.0
2016-09-26,135.0,0.0,35.0,11.0
2016-09-27,145.0,0.0,82.0,25.0
2016-09-28,187.0,-1.0,66.0,48.0
2016-09-29,159.0,27.0,3.0,51.0
2016-09-30,145.0,-1.0,46.0,33.0
2016-10-01,135.0,10.0,30.0,29.0
2016-10-02,121.0,7.0,27.0,37.0
2016-10-03,145.0,-1.0,82.0,28.0
2016-10-04,130.0,0.0,49.0,41.0
2016-10-05,98.0,0.0,89.0,48.0
2016-10-06,94.0,0.0,48.0,36.0
2016-10-07,118.0,0.0,27.0,29.0
2016-10-08,110.0,-1.0,34.0,24.0
2016-10-09,79.0,4.0,62.0,11.0
2016-10-10,79.0,0.0,58.0,18.0
2016-10-11,80.0,-1.0,8.0,18.0
2016-10-12,89.0,0.0,15.0,41.0
2016-10-13,91.0,0.0,17.0,56.0
2016-10-14,99.0,47.0,40.0,45.0
2016-10-15,107.0,41.0,13.0,28.0
2016-10-16,133.0,-1.0,91.0,33.0
2016-10-17,121.0,2.0,41.0,22.0
2016-10-18,102.0,17.0,28.0,36.0
2016-10-19,88.0,34.0,54.0,35.0
2016-10-20,85.0,9.0,0.0,25.0
2016-10-21,76.0,2.0,44.0,15.0
2016-10-22,67.0,0.0,20.0,15.0
2016-10-23,48.0,0.0,88.0,14.0
2016-10-24,71.0,0.0,8.0,23.0
2016-10-25,87.0,0.0,0.0,14.0
2016-10-26,95.0,-1.0,43.0,21.0
2016-10-27,118.0,0.0,11.0,35.0
2016-10-28,131.0,-1.0,0.0,30.0
2016-10-29,96.0,0.0,73.0,7.0
2016-10-30,87.0,0.0,51.0,8.0
2016-10-31,85.0,0.0,83.0,12.0
2016-11-01,81.0,2.0,6.0,17.0
2016-11-02,72.0,42.0,59.0,23.0
2016-11-03,67.0,6.0,47.0,23.0
2016-11-04,76.0,27.0,13.0,38.0
2016-11-05,69.0,31.0,32.0,27.0
2016-11-06,61.0,51.0,32.0,29.0
2016-11-07,42.0,17.0,3.0,26.0
2016-11-08,19.0,15.0,29.0,18.0
2016-11-09,30.0,37.0,0.0,28.0
2016-11-10,40.0,39.0,2.0,23.0
2016-11-11,18.0,2.0,77.0,28.0
2016-11-12,20.0,8.0,48.0,32.0
2016-11-13,27.0,17.0,0.0,23.0
2016-11-14,31.0,39.0,0.0,32.0
2016-11-15,108.0,35.0,0.0,32.0
2016-11-16,119.0,56.0,35.0,40.0
2016-11-17,93.0,20.0,15.0,53.0
2016-11-18,60.0,7.0,16.0,55.0
2016-11-19,58.0,-1.0,41.0,48.0
2016-11-20,84.0,46.0,0.0,73.0
2016-11-21,120.0,49.0,1.0,45.0
2016-11-22,110.0,0.0,48.0,45.0
2016-11-23,79.0,0.0,6.0,27.0
2016-11-24,66.0,0.0,48.0,58.0
2016-11-25,33.0,0.0,87.0,40.0
2016-11-26,-1.0,0.0,63.0,10.0
2016-11-27,56.0,-1.0,25.0,20.0
2016-11-28,-3.0,0.0,86.0,28.0
2016-11-29,-31.0,0.0,87.0,11.0
2016-11-30,20.0,0.0,43.0,25.0
2016-12-01,79.0,-1.0,15.0,31.0
2016-12-02,52.0,9.0,6.0,20.0
2016-12-03,-1.0,0.0,46.0,8.0
2016-12-04,-14.0,0.0,87.0,24.0
2016-12-05,-27.0,0.0,84.0,14.0
2016-12-06,1.0,0.0,85.0,19.0
2016-12-07,63.0,0.0,8.0,38.0
2016-12-08,82.0,1.0,25.0,45.0
2016-12-09,91.0,0.0,0.0,40.0
2016-12-10,78.0,49.0,0.0,43.0
